aX,aY,aZ
-0.8798828125, -1.1923828125, -0.60986328125
-0.92138671875, -1.1630859375, -0.68408203125
-0.9462890625, -1.0810546875, -0.73388671875
-0.9462890625, -1.0810546875, -0.73388671875
-0.9716796875, -1.076171875, -0.72021484375
-0.9697265625, -1.08154296875, -0.74072265625
-0.95751953125, -0.955078125, -0.67431640625
-0.95751953125, -0.955078125, -0.67431640625
-0.8427734375, -0.7353515625, -0.56591796875
-0.791015625, -0.75830078125, -0.58642578125
-0.7958984375, -0.775390625, -0.52734375
-0.74609375, -0.75390625, -0.39111328125
-0.74609375, -0.75390625, -0.39111328125
-0.640625, -0.744140625, -0.0576171875
-0.462890625, -0.79833984375, 0.04052734375
-0.359375, -0.79248046875, 0.0546875
-0.359375, -0.79248046875, 0.0546875
-0.2060546875, -0.71875, 0.1005859375
-0.1298828125, -0.7080078125, 0.09619140625
-0.08349609375, -0.7001953125, 0.0859375
-0.08349609375, -0.7001953125, 0.0859375
-0.09814453125, -0.70849609375, 0.11572265625
-0.123046875, -0.7470703125, 0.1923828125
-0.2001953125, -0.7666015625, 0.4521484375
-0.21923828125, -0.7646484375, 0.5546875
-0.21923828125, -0.7646484375, 0.5546875
-0.216796875, -0.6689453125, 0.70703125
-0.22021484375, -0.65478515625, 0.7568359375
-0.1865234375, -0.63134765625, 0.833984375
-0.1865234375, -0.63134765625, 0.833984375
-0.2001953125, -0.60888671875, 0.84326171875
-0.234375, -0.54345703125, 0.93896484375
-0.22412109375, -0.51171875, 1.1162109375
-0.22412109375, -0.51171875, 1.1162109375
-0.19140625, -0.54638671875, 1.1904296875
-0.1015625, -0.52392578125, 1.21142578125
-0.09326171875, -0.47900390625, 1.17236328125
-0.0771484375, -0.41796875, 1.05078125
-0.0771484375, -0.41796875, 1.05078125
-0.0673828125, -0.43408203125, 1.01318359375
-0.07861328125, -0.49755859375, 0.9873046875
-0.05078125, -0.509765625, 0.9970703125
-0.05078125, -0.509765625, 0.9970703125
-0.0341796875, -0.548828125, 1.0302734375
-0.0185546875, -0.5791015625, 0.9677734375
-0.00830078125, -0.58544921875, 0.89111328125
0.01318359375, -0.6025390625, 0.77197265625
0.01318359375, -0.6025390625, 0.77197265625
0.03515625, -0.62646484375, 0.7548828125
0.05615234375, -0.66552734375, 0.75634765625
0.06005859375, -0.6796875, 0.767578125
0.06005859375, -0.6796875, 0.767578125
0.0390625, -0.7236328125, 0.7939453125
0.0498046875, -0.75244140625, 0.7490234375
0.052734375, -0.74072265625, 0.71630859375
0.068359375, -0.7275390625, 0.6728515625
0.068359375, -0.7275390625, 0.6728515625
0.06787109375, -0.734375, 0.673828125
0.025390625, -0.76513671875, 0.68798828125
0.0126953125, -0.77490234375, 0.7099609375
0.0126953125, -0.77490234375, 0.7099609375
-0.001953125, -0.76953125, 0.75146484375
0.00341796875, -0.75, 0.755859375
0.0224609375, -0.69384765625, 0.79736328125
0.0380859375, -0.6689453125, 0.82568359375
0.0380859375, -0.6689453125, 0.82568359375
0.0556640625, -0.63330078125, 0.8515625
0.0595703125, -0.6318359375, 0.7978515625
0.0498046875, -0.63916015625, 0.80224609375
0.0498046875, -0.63916015625, 0.80224609375
0.03173828125, -0.658203125, 0.77587890625
0.02001953125, -0.6650390625, 0.77294921875
-0.0126953125, -0.66748046875, 0.7666015625
-0.0126953125, -0.66748046875, 0.7666015625
-0.0224609375, -0.6787109375, 0.765625
-0.03662109375, -0.70166015625, 0.7216796875
-0.078125, -0.7421875, 0.642578125
-0.1025390625, -0.75, 0.5849609375
-0.1025390625, -0.75, 0.5849609375
-0.17822265625, -0.76806640625, 0.54833984375
-0.208984375, -0.78857421875, 0.556640625
-0.20068359375, -0.83349609375, 0.626953125
-0.20068359375, -0.83349609375, 0.626953125
-0.19921875, -0.8427734375, 0.6572265625
-0.2041015625, -0.86279296875, 0.71044921875
-0.21337890625, -0.86328125, 0.6962890625
-0.27587890625, -0.85986328125, 0.6328125
-0.27587890625, -0.85986328125, 0.6328125
-0.27294921875, -0.8779296875, 0.57421875
-0.234375, -0.87353515625, 0.49462890625
-0.212890625, -0.84521484375, 0.41552734375
-0.212890625, -0.84521484375, 0.41552734375
-0.22412109375, -0.841796875, 0.3486328125
-0.2607421875, -0.87548828125, 0.248046875
-0.27978515625, -0.9072265625, 0.22265625
-0.3056640625, -0.99462890625, 0.2001953125
-0.3056640625, -0.99462890625, 0.2001953125
-0.30810546875, -1.01953125, 0.18359375
-0.296875, -1.04833984375, 0.17724609375
-0.29052734375, -1.046875, 0.1669921875
-0.29052734375, -1.046875, 0.1669921875
-0.2666015625, -1.03955078125, 0.12744140625
-0.22607421875, -1.0224609375, 0.04541015625
-0.21142578125, -1.01025390625, 0.021484375
-0.19482421875, -1.0283203125, -0.0263671875
-0.19482421875, -1.0283203125, -0.0263671875
-0.19287109375, -1.03759765625, -0.021484375
-0.20654296875, -1.068359375, 0.03173828125
-0.21142578125, -1.06591796875, 0.06103515625
-0.21142578125, -1.06591796875, 0.06103515625
-0.2060546875, -1.0361328125, 0.06689453125
-0.19677734375, -1.0400390625, 0.03955078125
-0.19384765625, -1.0283203125, 0.02783203125
-0.1943359375, -1.02001953125, 0.0400390625
-0.1943359375, -1.02001953125, 0.0400390625
-0.1884765625, -1.033203125, 0.0732421875
-0.18603515625, -1.017578125, 0.0927734375
-0.18798828125, -1.0048828125, 0.10986328125
-0.18798828125, -1.0048828125, 0.10986328125
-1.033203125, -0.58740234375, -0.97509765625
-1.033203125, -0.58740234375, -0.97509765625
-1.0478515625, -0.626953125, -1.06494140625
-1.07177734375, -0.61376953125, -1.240234375
-1.05908203125, -0.5771484375, -1.29150390625
-1.05908203125, -0.5771484375, -1.29150390625
-1.0224609375, -0.42431640625, -1.18310546875
-0.908203125, -0.2802734375, -0.9619140625
-0.85693359375, -0.26708984375, -0.87890625
-0.77197265625, -0.248046875, -0.8017578125
-0.77197265625, -0.248046875, -0.8017578125
-0.771484375, -0.27490234375, -0.8193359375
-0.802734375, -0.37646484375, -0.880859375
-0.7998046875, -0.4306640625, -0.92626953125
